Manufacturer,Name,Headsize (sq_inch),Length (inn),Strung Weight (oz),Balance,Swingweight,Beamwidth,Power Level,Stiffness,Stringing Pattern
Tecnifibre,Tecnifibre TFight 315 Ltd. XTC (16x19)	,98,27.00,11.70,7pts HL,324,20.0,Low-Medium,64,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 285 Tempo2 TourLite,100,26.60,10.50,2pts HL,294,25.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 270 Tempo2 ProLite,100,26.60,10.00,0pts EB,290,25.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 260 Tempo2 PowerLite,105,26.60,9.80,0pts EB,286,25.0,Low-Medium,64,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 275 Tempo2 PowerLite,105,26.60,10.30,1pts HL,282,25.0,Low-Medium,58,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 265 Tempo2 Fit,102,26.50,9.80,1pts HH,282,25.0,Low-Medium,60,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF40 305 - 2019,98,27.00,11.30,3pts HL,326,22.0,Low,64,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TF40 315 - 2019,98,27.00,11.80,7pts HL,323,22.0,Low,64,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TFlash 300 CES,100,27.00,11.30,6pts HL,320,26.0,Low-Medium,72,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 285 CES,100,27.00,10.70,1pts HL,309,26.0,Low-Medium,72,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 270 CES,100,27.00,10.20,0pts EB,309,26.0,Low-Medium,72,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 255 CES,100,27.00,9.60,0pts EB,305,26.0,Low-Medium,70,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 285 Tempo3 TourLite,100,26.60,10.50,4pts HL,298,25.0,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 270 Tempo3,100,26.60,10.00,0pts EB,285,25.0,Low-Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 260 Tempo3,105,26.60,9.80,1pts HL,283,25.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 280 RS,100,27.00,10.50,3pts HL,307,23.5,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 295 RS - 2020,100,27.00,11.00,3pts HL,318,23.5,Low-Medium,70,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 300 RS - 2020,98,27.00,11.20,4pts HL,319,23.0,Low-Medium,66,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 305 RS - 2020,98,27.00,11.40,3pts HL,333,23.0,Low-Medium,67,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 315 RS - 2020,98,27.00,11.70,7pts HL,321,23.0,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T-Rebound 298 IGA - 2021,98,27.00,11.00,4pts HL,319,23.0,Low-Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF-X1 300 - 2021,100,27.00,11.10,4pts HL,323,24.0,Low-Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF-X1 285 - 2021,100,27.00,10.50,2pts HL,316,24.0,Low-Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF-X1 275 - 2021,105,27.00,10.20,1pts HL,310,25.5,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF40 315 (16x19) - 2022,98,27.00,11.70,8pts HL,313,22.0,Low,64,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF40 305 (18x20) - 2022,98,27.00,11.40,3pts HL,328,22.0,Low,64,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TF40 305 16x19 - 2022,98,27.00,11.30,3pts HL,321,22.0,Low,64,16 Mains/19 Crosses
Tecnifibre,Tecnifibre Tempo 298 IGA -2022,98,27.00,11.00,4pts HL,319,23.0,Low-Medium,71,16 Mains/19 Crosses
Volkl,Volkl Boris Becker 10,100,27.60,11.10,5pts HL,322,23.0,Medium,65,16 Mains/18 Crosses
Volkl,Volkl DNX 10 Mid,93,27.00,12.00,12pts HL,331,19.0,Low,58,16 Mains/19 Crosses
Volkl,Volkl DNX 3,110,27.75,10.10,1pts HL,328,0.0,Medium-High,68,16 Mains/19 Crosses
Volkl,Volkl DNX 6 Attiva,100,27.00,10.10,0pts EB,311,0.0,Low-Medium,64,16 Mains/18 Crosses
Volkl,Volkl Classic V1,102,27.00,10.80,1pts HL,316,0.0,Medium,69,16 Mains/19 Crosses
Volkl,Volkl Classic V-1 10 Year Anniversary,102,27.00,10.80,1pts HL,316,0.0,Medium,69,16 Mains/19 Crosses
Volkl,Volkl DNX 4,105,27.60,10.30,3pts HL,309,25.0,Medium,65,16 Mains/19 Crosses
Volkl,Volkl Tour 8 V-Engine,100,27.60,10.90,6pts HL,315,24.0,Low-Medium,69,16 Mains/18 Crosses
Volkl,Volkl DNX 7,100,27.00,10.30,2pts HL,308,0.0,Low-Medium,67,16 Mains/18 Crosses
Volkl,Volkl DNX 9,98,27.00,11.50,6pts HL,314,0.0,Low,65,16 Mains/19 Crosses
Volkl,Volkl DNX 2 Attiva,110,27.30,10.10,1pts HH,316,0.0,Medium-High,70,16 Mains/19 Crosses
Volkl,Volkl DNX 8,100,27.00,10.90,4pts HL,312,0.0,Low-Medium,69,16 Mains/18 Crosses
Volkl,Volkl Tour 6 Generation II,100,27.00,10.40,4pts HL,300,24.0,Low-Medium,61,16 Mains/18 Crosses
Volkl,Volkl C10 Pro,98,27.00,12.20,8pts HL,323,20.0,Low,63,16 Mains/19 Crosses
Volkl,Volkl Tour 10 Midplus Generation II,98,27.00,12.00,9pts HL,315,20.0,Low,61,16 Mains/19 Crosses
Volkl,Volkl Boris Becker 1,112,27.25,9.60,5pts HH,313,29.0,High,66,16 Mains/19 Crosses
Volkl,Volkl Tour 9 V-Engine (16x19),98,27.00,11.50,5pts HL,308,22.0,Low-Medium,64,16 Mains/19 Crosses
Volkl,Volkl DNX 10 Midplus,93,27.00,12.00,12pts HL,331,19.0,Low,58,16 Mains/19 Crosses
Volkl,Volkl DNX V1 Midplus,102,27.00,10.40,2pts HL,302,0.0,Medium,68,16 Mains/19 Crosses
Volkl,Volkl Boris Becker 5,105,27.00,10.00,0pts EB,300,25.0,Medium,64,16 Mains/19 Crosses
Volkl,Volkl Catapult 4 Generation II,105,27.50,10.20,4pts HL,300,25.0,Medium,65,16 Mains/19 Crosses
Volkl,Volkl Tour 9 V-Engine,98,27.00,11.40,6pts HL,306,22.0,Low,63,18 Mains/20 Crosses
Volkl,Volkl DNX V1 Oversize,110,27.60,10.40,5pts HL,303,0.0,Medium-High,66,16 Mains/19 Crosses
Volkl,Volkl Tour 10 V-Engine Mid,93,27.00,12.20,8pts HL,318,18.0,Low,60,18 Mains/20 Crosses
Volkl,Volkl Catapult 2 Generation II,115,27.75,9.50,4pts HH,324,0.0,Medium-High,69,14 Mains/20 Crosses
Volkl,Volkl Catapult 3 Generation II,110,27.75,9.70,3pts HL,307,0.0,Medium-High,67,16 Mains/19 Crosses
Volkl,Volkl DNX 1 Power Arm,115,27.30,9.10,8pts HH,314,0.0,High,68,16 Mains/17 Crosses
Volkl,Volkl Tour 5,105,27.00,9.60,0pts EB,290,23.0,Medium,61,16 Mains/19 Crosses
Volkl,Volkl Catapult 1 F.I.R.E.,120,27.75,9.40,3pts HH,317,0.0,High,69,14 Mains/20 Crosses
Volkl,Volkl Tour 10 27 Junior,100,27.00,9.80,1pts HL,279,0.0,Low-Medium,58,16 Mains/19 Crosses
Volkl,Volkl Generation 25,93,25.00,8.40,5pts HL,189,0.0,Low-Medium,25,16 Mains/19 Crosses
Volkl,Volkl C-10 Pro Tour,93,27.00,12.40,6pts HL,339,20.0,Low,61,16 Mains/19 Crosses
Volkl,Volkl C10 Pro Xtended,98,27.60,11.00,8pts HL,311,0.0,,58,16 Mains/19 Crosses
Volkl,Volkl C7 Pro,98,27.00,12.10,7pts HL,319,0.0,,62,18 Mains/20 Crosses
Volkl,Volkl C-8 ,98,27.00,11.00,3pts HL,315,21.0,Low-Medium,62,16 Mains/19 Crosses
Volkl,Volkl C-9 Pro,98,27.00,11.50,5pts HL,309,20.0,Low-Medium,60,16 Mains/19 Crosses
Volkl,Volkl C9 Pro Xtended,98,27.60,10.50,5pts HL,299,0.0,,59,16 Mains/19 Crosses
Volkl,Volkl Catapult 1,120,27.75,9.50,2pts HH,304,0.0,High,72,14 Mains/20 Crosses
Volkl,Volkl Catapult 10,98,27.00,11.40,5pts HL,312,0.0,Low,59,16 Mains/19 Crosses
Volkl,Volkl Catapult 2,115,27.75,9.50,1pts HH,301,0.0,Medium-High,71,14 Mains/20 Crosses
Volkl,Volkl Catapult 3,110,27.75,9.80,2pts HL,304,0.0,Medium-High,72,16 Mains/19 Crosses
Volkl,Volkl Catapult 4,105,27.50,10.30,4pts HL,300,25.0,Medium,65,16 Mains/19 Crosses
Volkl,Volkl Catapult 6,100,27.25,10.50,3pts HL,305,24.0,Medium,62,16 Mains/18 Crosses
Volkl,Volkl Catapult 7,100,27.60,11.00,3pts HL,310,24.0,Medium,64,16 Mains/18 Crosses
Volkl,Volkl Catapult 8 V-Engine,100,27.25,10.70,3pts HL,300,0.0,,63,16 Mains/18 Crosses
Volkl,Volkl Catapult V-1 Midplus,102,27.00,10.80,4pts HL,307,0.0,Medium,64,16 Mains/19 Crosses
Volkl,Volkl Catapult V-1 Oversize,107,27.50,10.80,2pts HL,330,0.0,Medium-High,64,16 Mains/19 Crosses
Volkl,Volkl Classic V-1 Silver,102,27.00,10.80,0pts EB,328,0.0,Medium,69,16 Mains/19 Crosses
Volkl,Volkl Hot Spot 1 Titanium,102,27.00,10.20,2pts HH,319,0.0,,67,16 Mains/19 Crosses
Volkl,Volkl Hot Spot 5 Titanium,102,27.00,10.30,2pts HL,314,0.0,,64,16 Mains/19 Crosses
Volkl,Volkl Quantum 1,115,27.75,8.60,2pts HH,284,0.0,,69,16 Mains/19 Crosses
Volkl,Volkl Quantum 1 Power Boost,118,27.50,9.00,3pts HH,294,0.0,Medium-High,70,16 Mains/17 Crosses
Volkl,Volkl Quantum 10,98,27.50,10.30,6pts HL,301,0.0,Low-Medium,64,16 Mains/19 Crosses
Volkl,Volkl Quantum 10 Junior,100,26.00,9.70,6pts HL,243,0.0,Low-Medium,60,16 Mains/19 Crosses
Volkl,Volkl Quantum 10 Tour,98,27.00,11.50,6pts HL,306,20.0,Low,64,18 Mains/20 Crosses
Volkl,Volkl Quantum 3,110,27.50,9.10,3pts HH,297,0.0,,66,16 Mains/19 Crosses
Volkl,Volkl Quantum 5,110,27.50,10.10,3pts HL,300,27.0,Medium,68,16 Mains/19 Crosses
Volkl,Volkl Quantum 8,102,27.60,10.30,2pts HL,318,24.0,Low-Medium,65,16 Mains/19 Crosses
Volkl,Volkl Quantum V-1 Midplus,102,27.00,10.60,1pts HL,308,0.0,Medium,65,16 Mains/19 Crosses
Volkl,Volkl Quantum V-1 Oversize,110,27.60,10.50,6pts HL,309,0.0,Medium-High,68,16 Mains/19 Crosses
Volkl,Volkl Tour 10 26 Junior,98,26.00,9.80,9pts HL,233,0.0,Low-Medium,41,16 Mains/19 Crosses
Volkl,Volkl Tour 10 Mid,93,27.00,12.00,6pts HL,327,20.0,Low,59,18 Mains/20 Crosses
Volkl,Volkl Tour 10 Midplus,98,27.00,11.70,5pts HL,328,20.0,Low,62,16 Mains/19 Crosses
Volkl,Volkl Tour 10 V-Engine Midplus,98,27.00,11.90,7pts HL,320,20.0,Low,62,16 Mains/19 Crosses
Volkl,Volkl Tour 6,105,27.00,9.80,2pts HL,280,0.0,Medium,62,16 Mains/19 Crosses
Volkl,Volkl Tour 7,107,27.00,11.10,5pts HL,305,22.0,Low-Medium,63,16 Mains/19 Crosses
Volkl,Volkl Tour 8,100,27.60,10.90,6pts HL,307,20.0,Low-Medium,70,16 Mains/18 Crosses
Volkl,Volkl Tour 8 25 Junior,105,25.00,9.10,4pts HL,202,0.0,Low-Medium,33,16 Mains/19 Crosses
Volkl,Volkl Tour 8 S.E.,100,27.00,10.30,4pts HL,290,20.0,Low-Medium,62,16 Mains/18 Crosses
Volkl,Volkl Tour 9,98,27.00,11.30,6pts HL,300,20.0,Low,68,16 Mains/19 Crosses
Volkl,Volkl Tour 9 26 Junior,98,26.00,9.60,3pts HL,233,0.0,Low-Medium,58,16 Mains/19 Crosses
Volkl,Volkl V1 Hot Spot,102,27.00,10.60,2pts HH,337,0.0,,70,16 Mains/19 Crosses
Volkl,Volkl V1 Xtended,102,28.00,10.70,3pts HL,337,0.0,,68,16 Mains/19 Crosses
Volkl,Volkl V5 Hot Spot,102,27.00,10.40,1pts HL,316,0.0,,64,16 Mains/19 Crosses
Volkl,Volkl X-10 Pro,98,27.50,11.40,11pts HL,307,20.0,Low-Medium,61,16 Mains/19 Crosses
Volkl,Volkl X2 Oversize Titanium,112,27.75,10.10,2pts HL,316,0.0,,64,16 Mains/19 Crosses
Volkl,Volkl X4,102,28.00,10.60,3pts HL,337,0.0,,67,16 Mains/19 Crosses
Volkl,Volkl Power Bridge 8 (295),100,27.00,11.00,4pts HL,320,0.0,Low-Medium,69,16 Mains/18 Crosses
Volkl,Volkl Power Bridge 6,100,27.00,10.20,0pts EB,310,0.0,Low-Medium,66,16 Mains/18 Crosses
Volkl,Volkl Power Bridge 10 (295g),98,27.00,10.90,5pts HL,312,0.0,Low,62,18 Mains/20 Crosses
Volkl,Volkl Power Bridge 10 MP,98,27.00,12.00,7pts HL,320,19.0,Low,64,18 Mains/20 Crosses
Volkl,Volkl Power Bridge 1,115,27.80,9.30,2pts HH,315,0.0,High,71,16 Mains/17 Crosses
Volkl,Volkl Catapult V10 V-Engine,102,27.00,11.80,6pts HL,334,28.0,Low-Medium,67,16 Mains/19 Crosses
Volkl,Volkl Power Bridge 3,110,27.80,10.20,1pts HL,339,27.0,High,68,16 Mains/19 Crosses
Volkl,Volkl Power Bridge V1 Midplus,102,27.00,10.50,2pts HL,310,25.0,Medium,68,16 Mains/19 Crosses
Volkl,Volkl Power Bridge V1 Oversize,110,27.60,10.50,3pts HL,320,26.0,Medium-High,68,16 Mains/19 Crosses
Volkl,Volkl Quantum Scorcher,102,27.00,10.00,6pts HL,285,25.0,Low-Medium,61,16 Mains/19 Crosses
Volkl,Volkl Power Bridge 10 Mid,93,27.00,12.10,10pts HL,320,19.0,Low,59,16 Mains/19 Crosses
Volkl,Volkl C10 Pro,98,27.00,12.20,8pts HL,323,20.0,Low-Medium,63,16 Mains/19 Crosses
Volkl,Volkl Power Bridge 2,115,27.60,10.00,2pts HH,325,28.0,Medium-High,70,16 Mains/19 Crosses
Volkl,Volkl Power Bridge 9,98,27.00,11.30,6pts HL,306,21.0,Low-Medium,66,16 Mains/19 Crosses
Volkl,Volkl Power Bridge 5,102,27.00,10.60,4pts HL,302,25.0,Medium-High,65,16 Mains/19 Crosses
Volkl,Volkl Tour Scorcher,100,27.00,9.90,2pts HH,293,23.0,Medium,60,16 Mains/18 Crosses
Volkl,Volkl Power Bridge 8 315,100,27.00,11.40,8pts HL,302,24.0,Low-Medium,70,16 Mains/18 Crosses
Volkl,Volkl Power Bridge 7,107,27.30,10.50,1pts HL,309,23.0,Medium-High,67,16 Mains/19 Crosses
Volkl,Volkl Power Bridge 9 Junior 26,102,26.00,9.50,3pts HH,240,24.0,Medium,58,16 Mains/19 Crosses
Volkl,Volkl Organix 8 (300g) - 2011,100,27.00,11.40,4pts HL,330,23.5,Medium,68,16 Mains/18 Crosses
Volkl,Volkl Organix 6 - 2011,100,27.00,10.22,0pts EB,306,24.0,Medium-High,65,16 Mains/18 Crosses
Volkl,Volkl Organix 4 - 2011,105,27.60,10.20,5pts HL,306,25.0,Medium-High,65,16 Mains/19 Crosses
Volkl,Volkl Organix 10 325g - 2011,98,27.00,12.10,7pts HL,317,20.0,Low,64,16 Mains/19 Crosses
Babolat,Babolat Boost Drive (2021),105,27.00,9.60,3pts HH,312,26.0,Medium,65,16 Mains/19 Crosses
Babolat,Babolat Boost Aero Yellow,102,27.00,9.80,2pts HH,306,26.0,Low-Medium,67,16 Mains/19 Crosses
Babolat,Babolat Drive 115 (2018),115,27.60,9.10,5pts HH,314,28.0,Medium,66,16 Mains/20 Crosses
Babolat,Babolat Pure Aero - 2019,100,27.00,11.20,4pts HL,324,26.0,Low-Medium,67,16 Mains/19 Crosses
Babolat,Babolat Pure Aero Lite - 2019,100,27.00,10.10,0pts EB,311,26.0,,68,16 Mains/19 Crosses
Babolat,Babolat Pure Aero Team - 2019,100,27.00,10.60,4pts HL,307,26.0,,69,16 Mains/19 Crosses
Babolat, Babolat Pure Drive VS - 2019,98,27.00,11.20,4pts HL,317,23.0,Low-Medium,68,16 Mains/19 Crosses
Babolat,Babolat Pure Aero Tour - 2019,100,27.00,11.80,6pts HL,327,26.0,Low-Medium,68,16 Mains/19 Crosses
Babolat,Babolat Pure Aero Plus - 2019,100,27.50,11.30,6pts HL,330,26.0,Low-Medium,68,16 Mains/19 Crosses
Babolat,Babolat Drive G,102,27.00,10.10,4pts HL,298,26.0,Low-Medium,67,16 Mains/19 Crosses
Babolat,Babolat Pure Strike Tour 3rd Gen - 2019,98,27.00,12.00,6pts HL,333,23.0,Low-Medium,65,16 Mains/19 Crosses
Babolat,Babolat Pure Strike 100 3rd Gen - 2019,100,27.00,11.10,4pts HL,319,23.0,Low-Medium,69,16 Mains/19 Crosses
Babolat,Babolat Pure Strike Team 3rd Gen - 2019,100,27.00,10.70,1pts HL,309,23.0,Low-Medium,69,16 Mains/19 Crosses
Babolat,Babolat Pure Strike 16x19 3rd Gen - 2019,98,27.00,11.40,4pts HL,327,23.0,Low-Medium,66,16 Mains/19 Crosses
Babolat,Babolat Pure Strike 18x20 3rd Gen - 2019,98,27.00,11.40,4pts HL,334,23.0,Low,66,18 Mains/20 Crosses
Babolat,Babolat Pure Strike EVO - 2020,102,27.00,10.40,4pts HL,308,25.0,Low-Medium,65,16 Mains/19 Crosses
Babolat,Babolat Boost S (Strike),102,27.00,10.40,3pts HL,312,26.0,Low-Medium,68,16 Mains/19 Crosses
Babolat,Babolat Pure Aero VS -2020,98,27.00,11.30,6pts HL,321,23.0,Low-Medium,67,16 Mains/20 Crosses
Babolat,Babolat Pure Drive - 2021,100,27.00,11.20,4pts HL,320,26.0,Low-Medium,71,16 Mains/19 Crosses
Babolat,Babolat Pure Drive Lite - 2021,100,27.00,10.00,1pts HL,299,26.0,Low-Medium,69,16 Mains/19 Crosses
Babolat,Babolat Pure Drive 107 - 2021,107,27.20,10.60,5pts HL,309,26.0,Medium,69,16 Mains/19 Crosses
Babolat,Babolat Pure Drive 110 - 2021,110,27.60,9.50,3pts HL,298,26.5,Medium-High,70,16 Mains/19 Crosses
Babolat,Babolat Pure Drive Team - 2021,100,27.00,10.60,5pts HL,313,26.0,Low-Medium,69,16 Mains/19 Crosses
Babolat,Babolat Pure Drive Tour - 2021,100,27.00,11.80,6pts HL,326,26.0,Low-Medium,70,16 Mains/19 Crosses
Babolat,Babolat Pure Drive Plus - 2021,100,27.50,11.20,6pts HL,324,26.0,Low-Medium,69,16 Mains/19 Crosses
Babolat,Babolat EVO Drive,104,27.00,10.00,4pts HL,302,26.0,Low-Medium,68,16 Mains/17 Crosses
Babolat,Babolat EVO Drive Lite,104,27.00,9.50,4pts HL,298,26.0,Low-Medium,67,16 Mains/17 Crosses
Babolat,Babolat Pure Aero Rafa! - 2018,100,27.00,11.20,4pts HL,324,26.0,Low-Medium,67,16 Mains/19 Crosses
Babolat,Babolat EVO Drive 115,115,27.60,9.00,0pts EB,313,28.0,Medium,67,16 Mains/17 Crosses
Babolat,Babolat Boost Drive W (2021),105,27.00,9.60,3pts HH,312,26.0,Medium,65,16 Mains/19 Crosses
Babolat,Babolat Pure Aero Rafa Lite - 2018,100,27.00,10.10,0pts EB,311,26.0,Low-Medium,68,16 Mains/19 Crosses
Babolat,Babolat Pure Aero Rafa Team - 2018,100,27.00,10.60,4pts HL,307,26.0,Low-Medium,69,16 Mains/19 Crosses
Babolat,Babolat Boost Aero Rafa,102,27.00,9.80,2pts HH,306,26.0,Low-Medium,67,16 Mains/19 Crosses
Babolat,Babolat Pure Strike 103 - 2022,103,27.00,10.60,4pts HL,303,23.0,Low-Medium,65,16 Mains/19 Crosses
Babolat,Babolat Pure Strike VS - 2022,97,27.00,11.70,7pts HL,322,22.0,Low-Medium,63,16 Mains/20 Crosses
Babolat,Babolat EVO Drive Lite W - 2021,104,27.00,9.50,4pts HL,298,26.0,Low-Medium,67,16 Mains/17 Crosses
Babolat,Babolat EVOKE 105 - 2021,105,27.00,10.20,3pts HH,292,22.0,Medium,57,16 Mains/19 Crosses
Babolat,Babolat EVOKE 102 - 2021,102,27.00,10.20,3pts HH,289,22.0,Medium,56,16 Mains/19 Crosses
Babolat,Babolat EVOKE 102 W - 2021,102,27.00,10.20,3pts HH,289,22.0,Medium,56,16 Mains/19 Crosses
Babolat,Babolat Boost Drive Wimbledon - 2022,105,27.00,9.60,3pts HH,312,26.0,Medium,65,16 Mains/19 Crosses
Babolat,Babolat EVO Drive 115 Wimbledon - 2022,115,27.60,9.00,0pts EB,313,28.0,Medium,67,16 Mains/17 Crosses
Babolat,Babolat Pure Aero - 2023,100,27.00,11.20,4pts HL,322,26.0,Low-Medium,65,16 Mains/19 Crosses
Babolat,Babolat Pure Aero Lite - 2023,100,27.00,10.00,1pts HL,304,26.0,Low-Medium,65,16 Mains/19 Crosses
Wilson,Wilson Hyper Hammer 5.3 Stretch Oversize,110,27.50,9.00,8pts HH,301,25.0,Medium,70,16 Mains/20 Crosses
Wilson,Wilson Blade 98 (18x20) v7 - 2019,98,27.00,11.40,4pts HL,334,21.0,Low,62,18 Mains/20 Crosses
Wilson,Wilson Blade 98L (16x19) v6 - 2021,98,27.00,10.70,1pts HL,314,21.0,Low-Medium,67,16 Mains/19 Crosses
Wilson,Wilson Pro Staff 97L v13 - 2020,97,27.00,10.80,3pts HL,311,23.5,Low-Medium,69,16 Mains/19 Crosses
Wilson,Wilson Clash 100 Pro - 2019,100,27.00,11.50,9pts HL,322,24.5,Low-Medium,55,16 Mains/19 Crosses
Wilson,Wilson Clash 100 - 2019,100,27.00,11.00,7pts HL,312,24.5,Low-Medium,55,16 Mains/19 Crosses
Wilson,Wilson Clash 98 - 2019,98,27.00,11.50,9pts HL,326,24.0,Low-Medium,55,16 Mains/19 Crosses
Wilson,Wilson Clash 100L - 2019,100,27.00,10.30,6pts HL,300,24.5,Low-Medium,54,16 Mains/19 Crosses
Wilson,Wilson Blade 98 (16x19) v7 - 2019,98,27.00,11.40,4pts HL,328,21.0,Low-Medium,62,16 Mains/19 Crosses
Wilson,Wilson Clash 100UL - 2019,100,27.00,9.90,1pts HL,299,24.5,Low-Medium,60,16 Mains/19 Crosses
Wilson,Wilson Ultra 100 v3 - 2020,100,27.00,11.20,4pts HL,312,26.0,Low-Medium,73,16 Mains/19 Crosses
Wilson,Wilson Ultra 100L v3 - 2020,100,27.00,10.40,4pts HL,296,26.0,Low-Medium,68,16 Mains/19 Crosses
Wilson,Wilson Ultra 108 v3 - 2020,108,27.25,10.00,1pts HL,306,27.5,Medium-High,69,16 Mains/18 Crosses
Wilson,Wilson Ultra 100UL v3 - 2020,100,27.00,9.60,3pts HL,291,26.0,Low-Medium,68,16 Mains/19 Crosses
Wilson,Wilson Pro Staff RF97 v13 - 2020,97,27.00,12.60,9pts HL,333,21.5,Low,68,16 Mains/19 Crosses
Wilson,Wilson Pro Staff 97 v13 - 2020,97,27.00,11.70,7pts HL,321,21.5,Low,66,16 Mains/19 Crosses
Wilson,Wilson Blade SW102 Autograph - 2020,102,28.00,11.40,7pts HL,349,22.5,Low-Medium,69,18 Mains/19 Crosses
Wilson,Wilson Pro Staff 97UL v13 - 2020,97,27.00,10.00,4pts HL,296,23.5,Low-Medium,66,16 Mains/19 Crosses
Wilson,Wilson Burn 100 v4 - 2020,100,27.00,11.20,3pts HL,328,25.0,Low-Medium,71,16 Mains/19 Crosses
Wilson,Wilson Burn 100ULS v4 - 2020,100,27.00,9.70,1pts HL,304,25.0,Low-Medium,67,18 Mains/16 Crosses
Wilson,Wilson Burn 100LS V4 - 2020,100,27.00,10.50,3pts HL,314,25.0,Low-Medium,71,18 Mains/16 Crosses
Wilson,Wilson Burn 100S v4 - 2020,100,27.00,11.20,3pts HL,326,25.0,Low-Medium,72,18 Mains/16 Crosses
Wilson,Wilson Triad Three - 2021,113,27.50,9.80,6pts HH,331,30.0,Medium-High,0,16 Mains/19 Crosses
Wilson,Wilson Triad Five - 2021,103,27.25,10.00,6pts HH,324,26.0,Medium,0,16 Mains/20 Crosses
Wilson,Wilson Blade 98 (16x19) v6 - 2021,98,27.00,11.30,3pts HL,327,21.0,Low-Medium,67,16 Mains/19 Crosses
Wilson,Wilson Ultra 100 v2 - 2021,100,27.00,11.20,4pts HL,314,26.5,Low-Medium,74,16 Mains/19 Crosses
Wilson,Wilson Ultra 100L v2 - 2021,100,27.00,10.30,3pts HL,302,26.5,Low-Medium,68,16 Mains/19 Crosses
Wilson,Wilson Clash 100S - 2019,100,27.00,10.90,7pts HL,317,24.5,Low-Medium,54,18 Mains/16 Crosses
Wilson,Wilson Pro Staff Six.One 100 v13 - 2021,100,27.00,11.40,5pts HL,323,22.5,Low-Medium,64,16 Mains/19 Crosses
Wilson,Wilson Blade 98 16x19 v8 - 2021,98,27.00,11.30,5pts HL,317,21.0,Low-Medium,61,16 Mains/19 Crosses
Wilson,Wilson Blade 98 18x20 v8 - 2021,98,27.00,11.40,4pts HL,327,21.0,Low,60,18 Mains/20 Crosses
Wilson,Wilson Blade 100L v8 - 2021,100,27.00,10.60,1pts HL,314,22.5,Low-Medium,69,16 Mains/19 Crosses
Wilson,Wilson Blade 104 v8 - 2021,104,27.50,10.80,6pts HL,317,22.5,Low-Medium,60,16 Mains/19 Crosses
Wilson,Wilson Clash 100 v2 - 2022,100,27.00,11.00,7pts HL,313,24.5,Low-Medium,57,16 Mains/19 Crosses
Wilson,Wilson Clash 100L v2 - 2022,100,27.00,10.40,6pts HL,303,24.5,Low-Medium,55,16 Mains/19 Crosses
Wilson,Wilson Clash 100 Pro v2 - 2022,100,27.00,11.50,9pts HL,325,24.5,Low-Medium,59,16 Mains/20 Crosses
Wilson,Wilson Clash 98 v2 - 2022,98,27.00,11.50,8pts HL,327,24.0,Low-Medium,60,16 Mains/20 Crosses
Wilson,Wilson Clash 100UL v2 - 2022,100,27.00,9.90,1pts HL,300,24.5,Low-Medium,63,16 Mains/19 Crosses
Wilson,Wilson Clash 108 v2 - 2022,108,27.25,10.40,0pts EB,325,24.5,Medium,63,16 Mains/19 Crosses
Wilson,Wilson Ultra 108 v4 - 2022,108,27.25,10.00,1pts HL,311,27.5,Medium-High,70,16 Mains/18 Crosses
Wilson,Wilson Ultra 100 v4 - 2022,100,27.00,11.20,4pts HL,317,26.5,Low-Medium,70,16 Mains/19 Crosses
Wilson,Wilson Ultra 100UL v4 - 2022,100,27.00,9.70,1pts HL,286,26.5,Low-Medium,68,16 Mains/19 Crosses
Head,Head Titanium TI.S6 - 1996,115,27.75,8.90,8pts HH,318,0.0,High,75,16 Mains/19 Crosses
Head,Head Graphene XT Speed S - 2015,100,27.00,10.70,1pts HL,317,22.5,Low-Medium,68,16 Mains/19 Crosses
